"BuySellIndicator","TransactionType","Sender","Receiver","SendersRef","Function","TradeRef","PreviousRef","TradeDate","SettlementDate","DealCcy","DealPrice","SGXSecurityCode","ISIN","SecurityDescription","Quantity","BuyerSeller","ClientAccount","CDPSafeKeepingAccount","PlaceofTrade","PlaceofSettlement","SettlementCcy","SettlementAmt","AccruedInterestCcy","AccruedInterestAmt","Blocktrade","PaymentIndicator","LocalorForeignIndicator","StatusID","Status","PSMSMatchedReference","TransferType","flag","NotReported","Rate","Price","DaName","CDPAccountName","Location","SettlementValue_BaseCurrency","SettlementValue_SGD","NewFee","OldFee","FeeGain"
"S","OFOP",659,659,"N019735996-1","NEWM","19735996",NA,20160518,20160523,"SGD",0,"2C47","SG2C47963963","VARD HOLDINGS LIMITED",204900,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822337028","TRAD","Off-Exchange",NA,1,0.197,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",40365.3,40365.3,100,100,0
"B","FDVP",282,278,"N019736640-1","NEWM","19736640",NA,20160518,20160523,"SGD",1.5,"1I86","SG1I86884935","SMRT CORPORATION LTD",8700,"MLILGB3LESF","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",13057.23,"",NA,"N","","",15,"SETTLED","C16K200522335353","TRAD","Off-Exchange",NA,1,1.505,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",13057.23,13057.23,0,33,-33
"S","FDVP",282,278,"N019736659-1","NEWM","19736659",NA,20160518,20160523,"USD",6.11,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",59000,"MLPFUS31","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","USD",360547.54,"",NA,"N","","",15,"SETTLED","C16K200522334386","TRAD","Off-Exchange",NA,1.41265,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",360547.54,509327.482381,0,33,-33
"S","FDVP",282,278,"N019736659-1","NEWM","19736659",NA,20160518,20160523,"USD",6.11,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",59000,"MLPFUS31","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","USD",360547.54,"",NA,"N","","",15,"SETTLED","C16K200522334386","TRAD","Off-Exchange",NA,1.38175,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",360547.54,498186.563395,0,33,-33
"S","FDVP",282,278,"N019736681-1","NEWM","19736681",NA,20160518,20160523,"SGD",1.87,"2C26","SG2C26962630","GLOBAL LOGISTIC PROP LIMITED",75600,"MLILGB3LESF","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",141545.32,"",NA,"N","","",15,"SETTLED","C16K200522334123","TRAD","Off-Exchange",NA,1,1.825,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",141545.32,141545.32,0,33,-33
"B","OFOP",282,282,"N019736694-1","NEWM","19736694",NA,20160518,20160523,"SGD",0,"1J17","SG1J17886040","PACIFIC CENTURY REGIONAL DEVTS",6e+05,"MSLNGB2X","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822334242","TRAD","Off-Exchange",NA,1,0.37,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",222000,222000,0,0,0
"S","OFOP",282,282,"N019736732-1","NEWM","19736732",NA,20160518,20160523,"SGD",0,"1J17","SG1J17886040","PACIFIC CENTURY REGIONAL DEVTS",6e+05,"MSLNGB2X","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822334242","TRAD","Off-Exchange",NA,1,0.37,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",222000,222000,100,100,0
"B","FDVP",282,659,"N019736758-1","NEWM","19736758",NA,20160518,20160523,"SGD",0.99,"1T06","SG1T06929205","CHINA AVIATION OIL(S) CORP LTD",27300,"GSILGB2X","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",26904.58,"",NA,"N","","",15,"SETTLED","C16K200522340928","TRAD","Off-Exchange",NA,1,0.98,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",26904.58,26904.58,0,33,-33
"B","FDVP",282,278,"N019736775-1","NEWM","19736775",NA,20160518,20160523,"SGD",8.17,"531","SG0531000230","VENTURE CORPORATION LIMITED",30000,"MLILGB3LESF","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",245040.99,"",NA,"N","","",15,"SETTLED","C16K200522334287","TRAD","Off-Exchange",NA,1,8.26,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",245040.99,245040.99,0,33,-33
"B","FDVP",282,659,"N019736776-1","NEWM","19736776",NA,20160518,20160523,"SGD",1.35,"1W12","BMG045121024","ARA ASSET MANAGEMENT LIMITED",17000,"GSILGB2X","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",22887.79,"",NA,"N","","",15,"SETTLED","C16K200522341306","TRAD","Off-Exchange",NA,1,1.335,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",22887.79,22887.79,0,33,-33
"S","FDVP",282,659,"N019736841-1","NEWM","19736841",NA,20160518,20160523,"SGD",0.87,"1U22","SG1U22933048","RIVERSTONE HOLDINGS LIMITED",31000,"GSILGB2X","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",27108.04,"",NA,"N","","",15,"SETTLED","C16K200522343981","TRAD","Off-Exchange",NA,1,0.9,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",27108.04,27108.04,0,33,-33
"B","FDVP",282,561,"N019736847-1","NEWM","19736847",NA,20160518,20160523,"SGD",0.73,"2F48","SG2F48989824","HALCYON AGRI CORPORATION LTD",12400,"PRSHUS33","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",9069.2,"",NA,"N","","",15,"SETTLED","C16K200522334196","TRAD","Off-Exchange",NA,1,0.73,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",9069.2,9069.2,0,33,-33
"B","FDVP",282,557,"N019736862-1","NEWM","19736862",NA,20160518,20160523,"SGD",2.74,"1N31","SG1N31909426","COMFORTDELGRO CORPORATION LTD",207200,"DEUTSGSGCUS","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",567259.63,"",NA,"N","","",15,"SETTLED","C16K200522334135","TRAD","Off-Exchange",NA,1,2.75,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",567259.63,567259.63,0,33,-33
"S","FDVP",282,278,"N019736865-1","NEWM","19736865",NA,20160518,20160523,"SGD",1.17,"1T57","SG1T57930854","YANLORD LAND GROUP LIMITED",4800,"MLILGB3LESF","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",5627.67,"",NA,"N","","",15,"SETTLED","C16K200522333992","TRAD","Off-Exchange",NA,1,1.185,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",5627.67,5627.67,0,33,-33
"B","FDVP",282,659,"N019736895-1","NEWM","19736895",NA,20160518,20160523,"SGD",2.74,"1N31","SG1N31909426","COMFORTDELGRO CORPORATION LTD",30800,"CSFBGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",84425.88,"",NA,"N","","",15,"SETTLED","C16K200522334191","TRAD","Off-Exchange",NA,1,2.75,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",84425.88,84425.88,0,33,-33
"S","FDVP",282,590,"N019736904-1","NEWM","19736904",NA,20160518,20160523,"SGD",10.57,"1V61","SG1V61937297","SINGAPORE AIRLINES LTD",74000,"BBHCUS33","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",782071.14,"",NA,"N","","",15,"SETTLED","C16K200522334299","TRAD","Off-Exchange",NA,1,10.6,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",782071.14,782071.14,0,33,-33
"S","FDVP",282,590,"N019736905-1","NEWM","19736905",NA,20160518,20160523,"SGD",1.13,"1T08","SG1T08929278","ASCOTT RESIDENCE TRUST",4100,"BBHCUS33","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",4618.61,"",NA,"N","","",15,"SETTLED","C16K200522334459","TRAD","Off-Exchange",NA,1,1.125,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",4618.61,4618.61,0,33,-33
"S","FDVP",282,562,"N019736906-1","NEWM","19736906",NA,20160518,20160523,"USD",54.56,"1A18","BMG507361001","JARDINE MATHESON HLDGS LTD",17621,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",961471.59,"",NA,"N","","",15,"SETTLED","C16K200522334505","TRAD","Off-Exchange",NA,1.41265,53.67,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",961471.59,1358222.8416135,0,33,-33
"S","FDVP",282,562,"N019736906-1","NEWM","19736906",NA,20160518,20160523,"USD",54.56,"1A18","BMG507361001","JARDINE MATHESON HLDGS LTD",17621,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",961471.59,"",NA,"N","","",15,"SETTLED","C16K200522334505","TRAD","Off-Exchange",NA,1.38175,53.67,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",961471.59,1328513.3694825,0,33,-33
"S","FDVP",282,562,"N019736907-1","NEWM","19736907",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",12600,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",77307.52,"",NA,"N","","",15,"SETTLED","C16K200522334229","TRAD","Off-Exchange",NA,1.41265,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",77307.52,109208.468128,0,33,-33
"S","FDVP",282,562,"N019736907-1","NEWM","19736907",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",12600,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",77307.52,"",NA,"N","","",15,"SETTLED","C16K200522334229","TRAD","Off-Exchange",NA,1.38175,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",77307.52,106819.66576,0,33,-33
"S","FDVP",282,562,"N019736909-1","NEWM","19736909",NA,20160518,20160523,"SGD",33.54,"1B51","SG1B51001017","JARDINE CYCLE & CARRIAGE LTD",3500,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",117376.16,"",NA,"N","","",15,"SETTLED","C16K200522334227","TRAD","Off-Exchange",NA,1,32.31,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",117376.16,117376.16,0,33,-33
"S","FDVP",282,562,"N019736913-1","NEWM","19736913",NA,20160518,20160523,"SGD",3.46,"1V12","SG1V12936232","STARHUB LTD",18000,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",62336.05,"",NA,"N","","",15,"SETTLED","C16K200522334228","TRAD","Off-Exchange",NA,1,3.45,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",62336.05,62336.05,0,33,-33
"S","FDVP",282,551,"N019736915-1","NEWM","19736915",NA,20160518,20160523,"USD",28.81,"1A20","BMG507641022","JARDINE STRATEGIC HLDGS LTD",500,"CITISGSG","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",14407.07,"",NA,"N","","",15,"SETTLED","C16K200522333985","TRAD","Off-Exchange",NA,1.41265,28.45,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",14407.07,20352.1474355,0,33,-33
"S","FDVP",282,551,"N019736915-1","NEWM","19736915",NA,20160518,20160523,"USD",28.81,"1A20","BMG507641022","JARDINE STRATEGIC HLDGS LTD",500,"CITISGSG","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",14407.07,"",NA,"N","","",15,"SETTLED","C16K200522333985","TRAD","Off-Exchange",NA,1.38175,28.45,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",14407.07,19906.9689725,0,33,-33
"S","FDVP",282,562,"N019736917-1","NEWM","19736917",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",6300,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",38653.76,"",NA,"N","","",15,"SETTLED","C16K200522334506","TRAD","Off-Exchange",NA,1.41265,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",38653.76,54604.234064,0,33,-33
"S","FDVP",282,562,"N019736917-1","NEWM","19736917",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",6300,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",38653.76,"",NA,"N","","",15,"SETTLED","C16K200522334506","TRAD","Off-Exchange",NA,1.38175,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",38653.76,53409.83288,0,33,-33
"S","FDVP",282,659,"N019736919-1","NEWM","19736919",NA,20160518,20160523,"SGD",0.75,"9014","GB0043620292","GENTING SINGAPORE PLC",1700,"CSFBGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",1267.29,"",NA,"N","","",15,"SETTLED","C16K200522336845","TRAD","Off-Exchange",NA,1,0.725,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",1267.29,1267.29,0,33,-33
"S","FDVP",282,562,"N019736925-1","NEWM","19736925",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",28300,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",173635.13,"",NA,"N","","",15,"SETTLED","C16K200522333937","TRAD","Off-Exchange",NA,1.41265,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",173635.13,245285.6663945,0,33,-33
"S","FDVP",282,562,"N019736925-1","NEWM","19736925",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",28300,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",173635.13,"",NA,"N","","",15,"SETTLED","C16K200522333937","TRAD","Off-Exchange",NA,1.38175,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",173635.13,239920.3408775,0,33,-33
"S","FDVP",282,557,"N019736928-1","NEWM","19736928",NA,20160518,20160523,"SGD",1.09,"1AF6","SG1AF6000009","KEPPEL DC REIT",31000,"DEUTSGSGCUS","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",33696.24,"",NA,"N","","",15,"SETTLED","C16K200522333982","TRAD","Off-Exchange",NA,1,1.075,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",33696.24,33696.24,0,33,-33
"S","FDVP",282,659,"N019736929-1","NEWM","19736929",NA,20160518,20160523,"SGD",0.75,"9014","GB0043620292","GENTING SINGAPORE PLC",53300,"CSFBGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",39754.65,"",NA,"N","","",15,"SETTLED","C16K200522336852","TRAD","Off-Exchange",NA,1,0.725,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",39754.65,39754.65,0,33,-33
"S","FDVP",282,561,"N019736932-1","NEWM","19736932",NA,20160518,20160523,"SGD",2.06,"1M51","SG1M51904654","CAPITALAND MALL TRUST",111500,"CNORGB22","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",229407.46,"",NA,"N","","",15,"SETTLED","C16K200522334507","TRAD","Off-Exchange",NA,1,2.05,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",229407.46,229407.46,0,33,-33
"S","FDVP",282,551,"N019736934-1","NEWM","19736934",NA,20160518,20160523,"SGD",15.06,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",2500,"CITIGB2L","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",37656.04,"",NA,"N","","",15,"SETTLED","C16K200522333994","TRAD","Off-Exchange",NA,1,15.13,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",37656.04,37656.04,0,33,-33
"S","FDVP",282,590,"N019736937-1","NEWM","19736937",NA,20160518,20160523,"SGD",0.32,"1P62","BMG6542T1190","NOBLE GROUP LIMITED",20000,"COBADEFF","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",6402.72,"",NA,"N","","",15,"SETTLED","C16K200522334143","TRAD","Off-Exchange",NA,1,0.31,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",6402.72,6402.72,0,33,-33
"S","FDVP",282,562,"N019736939-1","NEWM","19736939",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",3700,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",22701.41,"",NA,"N","","",15,"SETTLED","C16K200522334497","TRAD","Off-Exchange",NA,1.41265,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",22701.41,32069.1468365,0,33,-33
"S","FDVP",282,562,"N019736939-1","NEWM","19736939",NA,20160518,20160523,"USD",6.14,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",3700,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",22701.41,"",NA,"N","","",15,"SETTLED","C16K200522334497","TRAD","Off-Exchange",NA,1.38175,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",22701.41,31367.6732675,0,33,-33
"S","FDVP",282,590,"N019736940-1","NEWM","19736940",NA,20160518,20160523,"SGD",5.38,"1U68","SG1U68934629","KEPPEL CORPORATION LIMITED",27000,"FMBKDEMM","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",145335.26,"",NA,"N","","",15,"SETTLED","C16K200522334219","TRAD","Off-Exchange",NA,1,5.36,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",145335.26,145335.26,0,33,-33
"S","FDVP",282,701,"N019736942-1","NEWM","19736942",NA,20160518,20160523,"SGD",7.52,"1J26","SG1J26887955","SINGAPORE EXCHANGE LIMITED",3600,"CVGXUS33","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",27084.86,"",NA,"N","","",15,"SETTLED","C16K200522333975","TRAD","Off-Exchange",NA,1,7.49,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",27084.86,27084.86,0,33,-33
"S","FDVP",282,659,"N019736943-1","NEWM","19736943",NA,20160518,20160523,"SGD",0.88,"1U22","SG1U22933048","RIVERSTONE HOLDINGS LIMITED",6600,"BLTRGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",5795.42,"",NA,"N","","",15,"SETTLED","C16K200522339198","TRAD","Off-Exchange",NA,1,0.9,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",5795.42,5795.42,0,33,-33
"B","FDVP",282,634,"N019736948-1","NEWM","19736948",NA,20160518,20160523,"SGD",17.96,"1M31","SG1M31001969","UNITED OVERSEAS BANK LIMITED",21500,"OCBCSGSG","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",386113.52,"",NA,"N","","",15,"SETTLED","C16K200522345396","TRAD","Off-Exchange",NA,1,17.94,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",386113.52,386113.52,0,33,-33
"B","FDVP",282,590,"N019736949-1","NEWM","19736949",NA,20160518,20160523,"SGD",1.61,"1H97","SG1H97877952","SEMBCORP MARINE LTD",205000,"COBADEFF","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",330169.96,"",NA,"N","","",15,"SETTLED","C16K200522334555","TRAD","Off-Exchange",NA,1,1.59,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",330169.96,330169.96,0,33,-33
"S","FDVP",282,701,"N019736955-1","NEWM","19736955",NA,20160518,20160523,"SGD",0.57,"2F77","SG2F77993036","ASIAN PAY TELEVISION TRUST",760000,"CVGXUS33","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",432881.12,"",NA,"N","","",15,"SETTLED","C16K200522333604","TRAD","Off-Exchange",NA,1,0.565,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",432881.12,432881.12,0,33,-33
"S","FDVP",282,634,"N019736963-1","NEWM","19736963",NA,20160518,20160523,"SGD",3.18,"1F60","SG1F60858221","SINGAPORE TECH ENGINEERING LTD",15000,"OCBCSGSG","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",47729.81,"",NA,"N","","",15,"SETTLED","C16K200522345867","TRAD","Off-Exchange",NA,1,3.16,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",47729.81,47729.81,0,33,-33
"S","FDVP",282,590,"N019736965-1","NEWM","19736965",NA,20160518,20160523,"SGD",2.06,"1M51","SG1M51904654","CAPITALAND MALL TRUST",2400,"MIDLGB22","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",4937.92,"",NA,"N","","",15,"SETTLED","C16K200522333432","TRAD","Off-Exchange",NA,1,2.05,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",4937.92,4937.92,0,33,-33
"S","FDVP",282,701,"N019736968-1","NEWM","19736968",NA,20160518,20160523,"SGD",2.32,"1M77","SG1M77906915","ASCENDAS REAL ESTATE INV TRUST",56600,"CVGXUS33","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",131555.58,"",NA,"N","","",15,"SETTLED","C16K200522333598","TRAD","Off-Exchange",NA,1,2.31,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",131555.58,131555.58,0,33,-33
"S","FDVP",282,551,"N019736970-1","NEWM","19736970",NA,20160518,20160523,"SGD",0.77,"2.00E+67","SG2E67980267","BUMITAMA AGRI LTD.",1e+05,"CITIGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",77055.83,"",NA,"N","","",15,"SETTLED","C16K200522333343","TRAD","Off-Exchange",NA,1,0.765,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",77055.83,77055.83,0,33,-33
"S","FDVP",282,551,"N019736974-1","NEWM","19736974",NA,20160518,20160523,"SGD",2.06,"1M51","SG1M51904654","CAPITALAND MALL TRUST",51800,"SBOSUS3C","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",106576.74,"",NA,"N","","",15,"SETTLED","C16K200522333384","TRAD","Off-Exchange",NA,1,2.05,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",106576.74,106576.74,0,33,-33
"B","FDVP",282,659,"N019736979-1","NEWM","19736979",NA,20160518,20160523,"SGD",0.89,"569","SG0569007446","SUPER GROUP LTD.",8700,"BLTRGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",7700.39,"",NA,"N","","",15,"SETTLED","C16K200522337023","TRAD","Off-Exchange",NA,1,0.855,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",7700.39,7700.39,0,33,-33
"B","FDVP",282,659,"N019736982-1","NEWM","19736982",NA,20160518,20160523,"SGD",15.07,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",500,"BLTRGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",7536.61,"",NA,"N","","",15,"SETTLED","C16K200522338765","TRAD","Off-Exchange",NA,1,15.13,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",7536.61,7536.61,0,33,-33
"B","FDVP",282,659,"N019736985-1","NEWM","19736985",NA,20160518,20160523,"SGD",10.68,"1V61","SG1V61937297","SINGAPORE AIRLINES LTD",4100,"BLTRGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",43808.46,"",NA,"N","","",15,"SETTLED","C16K200522333418","TRAD","Off-Exchange",NA,1,10.6,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",43808.46,43808.46,0,33,-33
"S","FDVP",282,701,"N019736987-1","NEWM","19736987",NA,20160518,20160523,"SGD",0.61,"1BI7","SG1BI7000000","SIIC ENVIRONMENT HOLDINGS LTD.",2000,"CVGXUS33","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",1220.58,"",NA,"N","","",15,"SETTLED","C16K200522333713","TRAD","Off-Exchange",NA,1,0.625,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",1220.58,1220.58,0,33,-33
"B","FDVP",282,557,"N019736988-1","NEWM","19736988",NA,20160518,20160523,"USD",6.11,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",1100,"DEUTGB22PBR","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",6725.84,"",NA,"N","","",15,"SETTLED","C16K200522333703","TRAD","Off-Exchange",NA,1.41265,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",6725.84,9501.257876,0,33,-33
